position,substitute,match_id,player.name,player.id,statistics.totalPass,statistics.accuratePass,statistics.totalLongBalls,statistics.accurateLongBalls,statistics.goalAssist,statistics.accurateOwnHalfPasses,statistics.totalOwnHalfPasses,statistics.accurateOppositionHalfPasses,statistics.totalOppositionHalfPasses,statistics.ballRecovery,statistics.savedShotsFromInsideTheBox,statistics.saves,statistics.minutesPlayed,statistics.touches,statistics.rating,statistics.possessionLostCtrl,statistics.expectedAssists,statistics.ratingVersions.original,statistics.ratingVersions.alternative,statistics.totalShots,statistics.goalsPrevented,statistics.totalCross,statistics.duelWon,statistics.bigChanceMissed,statistics.shotOffTarget,statistics.onTargetScoringAttempt,statistics.hitWoodwork,statistics.outfielderBlock,statistics.interceptionWon,statistics.wasFouled,statistics.totalOffside,statistics.expectedGoals,statistics.expectedGoalsOnTarget,statistics.totalClearance,statistics.keyPass,statistics.aerialLost,statistics.duelLost,statistics.challengeLost,statistics.errorLeadToAGoal,statistics.unsuccessfulTouch,statistics.aerialWon,statistics.fouls,statistics.totalContest,statistics.wonContest,statistics.dispossessed,statistics.blockedScoringAttempt,statistics.totalTackle,statistics.wonTackle,statistics.accurateCross,statistics.bigChanceCreated,statistics.goodHighClaim,statistics.totalKeeperSweeper,statistics.accurateKeeperSweeper,statistics.errorLeadToAShot,statistics.goals,statistics.crossNotClaimed,statistics.punches,statistics.clearanceOffLine,statistics.penaltyWon,statistics.penaltyConceded,statistics.penaltyFaced,statistics.lastManTackle,statistics.penaltyMiss,statistics.penaltySave,statistics.ownGoals
F,True,12437787,Ángel Correa,316152,7.0,2.0,,,0,,1.0,2.0,6.0,,,,20,15.0,7.5,7.0,0.00139165,7.5,7.4,2,,,2.0,,1.0,1.0,,,,1.0,1.0,0.7688,0.9888,,,,3.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
D,True,12437787,Javi Galán,825133,9.0,7.0,2.0,2.0,1,5.0,5.0,2.0,4.0,1.0,,,15,13.0,7.5,2.0,0.265602,7.5,7.2,0,,,2.0,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
M,True,12437787,Rodrigo Riquelme,989113,6.0,5.0,,,0,1.0,1.0,4.0,6.0,,,,15,9.0,6.5,3.0,0.0197634,6.5,6.5,0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
G,False,12437787,Thibaut Courtois,70988,31.0,21.0,15.0,5.0,0,18.0,19.0,3.0,12.0,12.0,3.0,3.0,90,46.0,7.1,11.0,0.00225621,7.1,7.4,0,0.5567,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
D,False,12437787,Daniel Carvajal,138572,45.0,39.0,1.0,,0,18.0,20.0,21.0,27.0,5.0,,,90,69.0,7.2,12.0,0.0474652,7.2,6.6,1,,2.0,5.0,,,,,,1.0,,,0.2388,,2.0,1.0,2.0,3.0,,,3.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437787,Antonio Rüdiger,142622,55.0,51.0,3.0,2.0,0,39.0,39.0,12.0,16.0,2.0,,,90,67.0,7.2,4.0,0.00460895,7.2,7.1,0,,,2.0,,,,,3.0,,1.0,,,,6.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437787,Éder Militão,822519,60.0,49.0,13.0,7.0,0,38.0,40.0,11.0,20.0,5.0,,,90,77.0,7.7,13.0,0.010869,7.7,8.3,1,,,5.0,,,1.0,,1.0,1.0,1.0,,0.0281,0.2488,7.0,1.0,,3.0,,,1.0,2.0,2.0,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,
D,False,12437787,Ferland Mendy,792073,48.0,44.0,2.0,2.0,0,22.0,24.0,22.0,24.0,2.0,,,90,61.0,6.6,6.0,0.00828347,6.6,6.5,0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
M,False,12437787,Federico Valverde,831808,63.0,58.0,6.0,5.0,0,24.0,26.0,34.0,37.0,9.0,,,90,77.0,7.9,5.0,0.0421467,7.9,7.3,3,,,6.0,,1.0,1.0,,1.0,4.0,1.0,,0.0562,0.1009,,1.0,2.0,3.0,,,,2.0,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437787,Luka Modrić,15466,58.0,58.0,5.0,5.0,0,25.0,25.0,36.0,39.0,4.0,,,86,72.0,7.1,8.0,0.446949,7.1,7.2,0,,6.0,1.0,,,,,,,1.0,,,,2.0,3.0,1.0,6.0,1.0,,3.0,,3.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,
M,False,12437787,Aurélien Tchouaméni,859025,63.0,56.0,2.0,1.0,0,28.0,28.0,28.0,35.0,5.0,,,90,77.0,7.1,10.0,0.0200535,7.1,6.5,1,,,6.0,,1.0,,,,4.0,,,0.0578,,1.0,,1.0,4.0,1.0,,2.0,3.0,2.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437787,Jude Bellingham,991011,56.0,55.0,2.0,2.0,0,26.0,27.0,29.0,30.0,6.0,,,90,71.0,7.2,4.0,0.0225598,7.2,6.5,2,,1.0,2.0,,,1.0,,,2.0,1.0,,0.195,0.1224,1.0,,2.0,3.0,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
F,False,12437787,Rodrygo,910536,31.0,28.0,2.0,2.0,0,8.0,9.0,20.0,22.0,1.0,,,89,44.0,6.7,9.0,0.0692558,6.7,6.4,2,,,2.0,,1.0,,,,,,,0.0743,,,2.0,1.0,7.0,2.0,,1.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437787,Vinícius Júnior,868812,30.0,24.0,4.0,3.0,1,4.0,4.0,21.0,27.0,3.0,,,87,48.0,7.3,14.0,0.33149,7.3,7.5,1,,1.0,8.0,,,1.0,,,,4.0,,0.0645,0.0374,,2.0,,7.0,1.0,,2.0,1.0,1.0,4.0,1.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,
M,True,12437787,Lucas Vázquez,255239,4.0,3.0,,,0,1.0,1.0,2.0,4.0,,,,15,7.0,6.4,3.0,0.00114886,6.4,6.4,0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
F,True,12437787,Endrick,1174937,,,,,0,,,,,,,,14,2.0,6.5,1.0,,6.5,6.4,1,,,,,1.0,,,,,,,0.0498,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437787,Fran García,851271,4.0,4.0,,,0,,,5.0,5.0,,,,11,6.0,6.4,,0.0163658,6.4,6.4,0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
G,False,12437800,Diego Conde,951008,20.0,18.0,6.0,5.0,0,16.0,17.0,2.0,3.0,2.0,2.0,2.0,90,26.0,7.0,2.0,0.00038757,7.0,6.9,0,-0.5565,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
D,False,12437800,Kiko Femenía,53739,56.0,52.0,2.0,2.0,0,26.0,28.0,27.0,29.0,6.0,,,90,78.0,7.2,6.0,0.0823438,7.2,6.9,1,,1.0,6.0,,,,,,3.0,,,0.0135,,,1.0,2.0,6.0,2.0,,1.0,,1.0,1.0,,,1.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,
D,False,12437800,Eric Bailly,606346,43.0,39.0,4.0,3.0,0,27.0,28.0,12.0,15.0,4.0,,,90,56.0,7.1,5.0,0.00584972,7.1,6.7,2,,,5.0,,,,,,1.0,,,0.2216,,4.0,,,2.0,,,,2.0,2.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437800,Logan Costa,911853,51.0,48.0,3.0,2.0,0,27.0,27.0,21.0,24.0,3.0,,,90,58.0,6.9,4.0,0.0555119,6.9,7.1,0,,,2.0,,,,,1.0,,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437800,Sergi Cardona,986245,28.0,22.0,3.0,,0,10.0,11.0,13.0,24.0,,,,87,46.0,6.8,12.0,0.199374,6.8,7.1,2,,7.0,3.0,1.0,,1.0,,,,1.0,,0.1243,0.3433,2.0,1.0,,2.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437800,Ilias Akhomach,1089108,33.0,27.0,1.0,1.0,0,10.0,10.0,19.0,27.0,5.0,,,77,56.0,7.9,12.0,0.202052,7.9,7.3,4,,4.0,8.0,,1.0,2.0,,,1.0,1.0,,0.1778,0.1312,1.0,1.0,,2.0,,,1.0,,1.0,5.0,4.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,
M,False,12437800,Dani Parejo,39182,67.0,60.0,5.0,4.0,0,25.0,26.0,35.0,43.0,6.0,,,90,73.0,7.0,9.0,0.0501843,7.0,6.8,0,,2.0,1.0,,,,,,1.0,,,,,,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
M,False,12437800,Pape Gueye,879694,43.0,38.0,7.0,5.0,0,14.0,15.0,24.0,29.0,5.0,,,77,58.0,7.1,9.0,0.0339906,7.1,7.2,1,,1.0,6.0,,1.0,,,,1.0,3.0,,0.048,,,,1.0,3.0,1.0,,2.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
M,False,12437800,Denis Suárez,138383,9.0,7.0,1.0,,0,3.0,3.0,5.0,7.0,1.0,,,45,15.0,7.1,3.0,0.101993,7.1,7.0,1,,1.0,2.0,,1.0,,,,,1.0,,0.0781,,1.0,3.0,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
F,False,12437800,Nicolas Pépé,593526,30.0,24.0,1.0,1.0,0,7.0,7.0,17.0,23.0,1.0,,,88,44.0,7.6,10.0,0.0520355,7.6,8.0,4,,,4.0,1.0,1.0,1.0,,,,2.0,,0.5518,0.2971,,1.0,,2.0,,,2.0,1.0,1.0,2.0,1.0,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,
F,False,12437800,Thierno Barry,1395746,10.0,7.0,,,1,,,7.0,10.0,1.0,,,90,18.0,8.2,6.0,0.210373,8.2,8.4,2,,,2.0,,1.0,1.0,,,,,4.0,0.5243,0.6795,,3.0,1.0,3.0,,,3.0,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
M,True,12437800,Alejandro Baena,910031,24.0,20.0,4.0,3.0,1,2.0,2.0,20.0,28.0,3.0,,,45,41.0,8.6,10.0,0.970864,8.6,8.6,3,,6.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.05,0.8543,,2.0,1.0,2.0,,,1.0,1.0,,1.0,,,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,
M,True,12437800,Santi Comesaña,843678,16.0,11.0,1.0,1.0,1,4.0,5.0,7.0,11.0,1.0,,,13,21.0,7.4,6.0,0.00346336,7.4,6.9,0,,,3.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
F,True,12437800,Pau Cabanes De La Torre,1863206,10.0,9.0,,,0,4.0,4.0,5.0,6.0,,,,13,11.0,6.6,1.0,0.00237967,6.6,6.6,0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,True,12437800,Juan Bernat,96368,1.0,1.0,,,0,,,1.0,1.0,,,,13,2.0,6.6,,0.0179427,6.6,6.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437800,Ramón Terrats,1088565,2.0,2.0,,,0,1.0,1.0,1.0,1.0,1.0,,,12,6.0,6.6,1.0,0.00261781,6.6,6.4,0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437800,Dinko Horkaš,855922,39.0,36.0,8.0,5.0,0,34.0,36.0,2.0,3.0,8.0,3.0,4.0,90,48.0,7.2,4.0,0.00120763,7.2,6.7,0,-0.6946,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,
D,False,12437800,Alex Suárez,914848,68.0,63.0,4.0,1.0,0,47.0,49.0,16.0,19.0,3.0,,,90,83.0,6.6,5.0,0.00466364,6.6,6.5,1,,,1.0,,,1.0,,1.0,1.0,,,0.0526,0.0877,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437800,Juanma Herzog,1513451,83.0,82.0,2.0,2.0,0,75.0,75.0,7.0,8.0,2.0,,,90,99.0,6.7,2.0,0.00216801,6.7,6.7,0,,,3.0,,,,,1.0,1.0,2.0,,,,6.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437800,Álex Muñoz,273227,88.0,81.0,3.0,1.0,0,60.0,65.0,21.0,23.0,,,,90,104.0,6.6,9.0,0.00703973,6.6,6.3,0,,,4.0,,,,,1.0,,,,,,6.0,,4.0,7.0,,,,1.0,2.0,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,
D,False,12437800,Benito Ramírez,868223,42.0,34.0,4.0,1.0,0,18.0,20.0,17.0,25.0,1.0,,,78,61.0,6.4,14.0,0.0598969,6.4,6.3,0,,3.0,1.0,,,,,2.0,,1.0,,,,1.0,1.0,,6.0,2.0,,1.0,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
M,False,12437800,Adnan Januzaj,328145,37.0,32.0,2.0,2.0,1,15.0,15.0,18.0,25.0,3.0,,,77,51.0,7.5,10.0,0.168716,7.5,6.9,1,,3.0,4.0,,1.0,,1.0,,,2.0,,0.0184,,1.0,2.0,2.0,4.0,,,1.0,,,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,
M,False,12437800,Dário Essugo,1110006,57.0,52.0,4.0,2.0,0,37.0,38.0,15.0,19.0,3.0,,,86,61.0,6.2,7.0,0.0136036,6.2,6.1,0,,,1.0,,,,,,,,,,,,1.0,,3.0,,,2.0,,3.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
M,False,12437800,Kirian Rodríguez,964985,64.0,60.0,7.0,5.0,0,38.0,41.0,22.0,23.0,5.0,,,62,70.0,7.0,4.0,0.0327551,7.0,7.0,0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,False,12437800,Alberto Moleiro,1012444,41.0,38.0,1.0,1.0,0,17.0,17.0,21.0,24.0,3.0,,,90,52.0,6.7,9.0,0.729979,6.7,6.8,1,,,3.0,,,,,,,2.0,,0.0483,,,3.0,,7.0,1.0,,,,,5.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
F,False,12437800,Oliver McBurnie,367228,7.0,6.0,,,0,5.0,5.0,1.0,2.0,1.0,,,62,16.0,6.6,5.0,0.00711011,6.6,6.4,1,,,2.0,,,1.0,,,,1.0,,0.0328,0.2482,,,1.0,4.0,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
F,False,12437800,Fábio Silva,954076,20.0,13.0,,,0,5.0,7.0,8.0,13.0,1.0,,,90,35.0,6.4,14.0,0.00716704,6.4,6.7,2,,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.6758,0.1077,1.0,,,7.0,1.0,,3.0,1.0,2.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,
M,True,12437800,Manuel Fuster,916654,13.0,11.0,2.0,1.0,0,4.0,6.0,7.0,7.0,,,,28,20.0,6.4,5.0,0.0263236,6.4,6.4,1,,,2.0,,1.0,,,,,2.0,,0.0272,,1.0,,,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437800,Javier Muñoz,353154,31.0,29.0,2.0,2.0,0,15.0,16.0,14.0,15.0,3.0,,,28,33.0,6.7,2.0,0.00576131,6.7,6.7,0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
M,True,12437800,Enzo Loiodice,933426,27.0,22.0,1.0,1.0,0,7.0,8.0,15.0,21.0,,,,13,32.0,6.5,7.0,0.00510843,6.5,6.5,0,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437800,Viti Rozada,1031499,7.0,6.0,,,0,4.0,4.0,2.0,4.0,1.0,,,12,12.0,6.3,2.0,0.00096849,6.3,6.4,0,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437800,Jaime Mata,351140,1.0,1.0,,,0,1.0,1.0,,,,,,14,2.0,6.4,,3.622e-05,6.4,6.5,0,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437818,Marko Dmitrović,94527,26.0,15.0,15.0,4.0,0,12.0,15.0,3.0,11.0,8.0,1.0,1.0,90,37.0,7.1,12.0,0.00051809,7.1,6.8,0,0.1825,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437818,Valentin Rosier,842419,41.0,31.0,6.0,2.0,0,13.0,15.0,18.0,31.0,2.0,,,90,69.0,7.1,17.0,0.0132559,7.1,7.1,2,,5.0,7.0,,,,,,1.0,2.0,2.0,0.0952,,2.0,,,4.0,,,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437818,Jorge Sáenz,592098,90.0,78.0,17.0,9.0,0,65.0,70.0,13.0,20.0,7.0,,,90,104.0,7.4,14.0,0.0132537,7.4,7.6,0,,,9.0,,,,,,1.0,2.0,,,,4.0,,3.0,8.0,,,,4.0,4.0,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,
D,False,12437818,Sergio González,377234,79.0,73.0,8.0,5.0,0,59.0,61.0,14.0,18.0,2.0,,,90,91.0,7.3,8.0,0.00411495,7.3,7.4,0,,,6.0,,,,,1.0,,1.0,,,,6.0,,3.0,5.0,,,,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
D,False,12437818,Javier Hernández,1031658,48.0,34.0,5.0,,0,14.0,17.0,20.0,31.0,5.0,,,90,72.0,6.9,18.0,0.0160444,6.9,6.8,0,,,6.0,,,,,,,1.0,,,,4.0,,,5.0,1.0,,2.0,,2.0,1.0,1.0,2.0,,4.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437818,Yvan Neyou,869931,59.0,51.0,4.0,2.0,0,28.0,31.0,23.0,28.0,4.0,,,71,70.0,6.6,12.0,0.0145198,6.6,6.6,0,,,3.0,,,,,,,1.0,,,,,,1.0,4.0,,,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437818,Seydouba Cisse,906065,53.0,49.0,3.0,2.0,0,22.0,24.0,27.0,29.0,4.0,,,84,64.0,6.7,7.0,0.0383576,6.7,6.6,1,,,2.0,,,,,,2.0,1.0,,0.0233,,,,2.0,5.0,,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
M,False,12437818,Juan Cruz,936234,22.0,18.0,2.0,2.0,0,5.0,5.0,14.0,19.0,3.0,,,84,40.0,6.8,14.0,0.213009,6.8,6.9,1,,2.0,2.0,,1.0,,,,,1.0,2.0,0.0262,,,2.0,,7.0,2.0,,2.0,,,3.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
M,False,12437818,Roberto López,958018,40.0,37.0,5.0,4.0,0,10.0,11.0,28.0,33.0,2.0,,,90,48.0,6.9,8.0,0.110724,6.9,6.8,1,,4.0,1.0,1.0,1.0,,,,,,,0.3801,,,3.0,2.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
M,False,12437818,Adrià Altimira,980732,24.0,20.0,1.0,1.0,0,8.0,9.0,12.0,16.0,4.0,,,90,39.0,7.1,8.0,0.0286711,7.1,7.1,0,,1.0,7.0,,,,,,1.0,3.0,1.0,,,,,1.0,2.0,1.0,,2.0,1.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437818,Sébastien Haller,149731,11.0,6.0,,,0,2.0,3.0,4.0,8.0,2.0,,,63,18.0,6.4,10.0,0.0154671,6.4,6.4,1,,,3.0,,,,,,,,3.0,0.0584,,1.0,,2.0,4.0,,,2.0,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
F,True,12437818,Miguel de la Fuente,914212,2.0,1.0,,,0,1.0,1.0,,1.0,1.0,,,27,7.0,6.4,5.0,7.353e-05,6.4,6.2,1,,,1.0,,1.0,,,,,,1.0,0.0822,,,,2.0,5.0,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
M,True,12437818,Darko Brašanac,94539,13.0,11.0,1.0,1.0,0,6.0,7.0,5.0,6.0,,,,19,13.0,6.6,2.0,0.00668351,6.6,6.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437818,Julián Chicco,822594,6.0,5.0,,,0,3.0,3.0,2.0,3.0,,,,9,7.0,6.8,1.0,0.0296511,6.8,6.8,0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
M,True,12437818,Óscar Rodríguez,794948,9.0,6.0,1.0,,0,4.0,4.0,2.0,5.0,,,,9,10.0,6.7,3.0,0.00200702,6.7,6.6,1,,,,,1.0,,1.0,,,,,0.1257,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437818,Giorgi Mamardashvili,930997,30.0,16.0,18.0,4.0,0,12.0,14.0,4.0,16.0,6.0,,,90,35.0,6.6,15.0,0.00138999,6.6,6.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,False,12437818,Dimitri Foulquier,151138,17.0,13.0,2.0,1.0,0,10.0,12.0,3.0,9.0,2.0,,,90,42.0,6.7,14.0,0.0143289,6.7,6.7,0,,4.0,6.0,,,,,,,2.0,,,,,,1.0,7.0,,,3.0,1.0,3.0,4.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437818,César Tárrega,996928,40.0,27.0,15.0,7.0,0,23.0,28.0,4.0,12.0,,,,90,46.0,6.9,14.0,0.00111744,6.9,7.0,1,,,6.0,,1.0,,,,,,,0.0123,,1.0,,1.0,2.0,,,,4.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437818,Cristhian Mosquera,1144630,44.0,42.0,2.0,2.0,0,37.0,39.0,5.0,5.0,6.0,,,90,55.0,7.4,2.0,0.002763,7.4,7.6,0,,,3.0,,,,,1.0,1.0,1.0,,,,5.0,,2.0,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437818,Yarek Gasiorowski,1184317,47.0,32.0,15.0,4.0,0,27.0,31.0,5.0,17.0,6.0,,,90,61.0,7.2,16.0,0.0187666,7.2,7.3,0,,1.0,5.0,,,,,1.0,2.0,,,,,5.0,,1.0,2.0,1.0,,,1.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437818,Thierry Correia,851282,25.0,14.0,4.0,,0,8.0,12.0,6.0,14.0,4.0,,,90,56.0,7.2,17.0,0.00621414,7.2,7.1,1,,1.0,6.0,,1.0,,,1.0,,2.0,,0.0438,,2.0,,1.0,6.0,,,3.0,,4.0,3.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437818,Sergi Canós,790833,16.0,8.0,1.0,,0,4.0,6.0,4.0,12.0,3.0,,,63,29.0,6.4,14.0,0.00663778,6.4,6.4,0,,2.0,4.0,,,,,,1.0,2.0,,,,,,,5.0,1.0,,1.0,,1.0,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437818,Pepelu,826948,52.0,41.0,11.0,4.0,0,20.0,22.0,23.0,34.0,5.0,,,90,60.0,6.8,14.0,0.0784616,6.8,6.9,0,,4.0,3.0,,,,,1.0,,,,,,,1.0,1.0,4.0,1.0,,,2.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
M,False,12437818,André Almeida,845693,28.0,21.0,4.0,2.0,0,10.0,10.0,11.0,20.0,6.0,,,73,38.0,6.8,11.0,0.0170605,6.8,7.0,0,,2.0,3.0,,,,,,1.0,1.0,,,,,,1.0,2.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
M,False,12437818,Luis Rioja,900433,17.0,16.0,1.0,1.0,0,7.0,7.0,10.0,14.0,4.0,,,86,30.0,6.8,9.0,0.216101,6.8,6.7,0,,4.0,2.0,,,,,,1.0,,,,,,1.0,2.0,6.0,1.0,,2.0,,,1.0,,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
F,False,12437818,Hugo Duro,909119,18.0,14.0,,,0,4.0,5.0,10.0,13.0,3.0,,,73,31.0,6.9,8.0,0.0159844,6.9,6.6,1,,,10.0,,,,,,1.0,4.0,1.0,0.0706,,2.0,1.0,5.0,10.0,,,2.0,6.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
F,True,12437818,Diego López,998950,5.0,4.0,,,0,1.0,2.0,4.0,4.0,1.0,,,27,12.0,7.1,2.0,0.126442,7.1,6.8,2,,1.0,2.0,,1.0,1.0,,,,1.0,,0.0897,0.1825,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
M,True,12437818,Enzo Barrenechea,1087316,12.0,11.0,1.0,1.0,0,7.0,7.0,4.0,5.0,1.0,,,17,16.0,6.8,1.0,0.00141029,6.8,6.8,0,,,2.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
F,True,12437818,Dani Gómez,888930,4.0,3.0,,,0,2.0,2.0,1.0,2.0,1.0,,,17,8.0,6.2,2.0,0.00047981,6.2,6.4,1,,,1.0,1.0,1.0,,,,,1.0,,0.3223,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437818,Germán Valera,962710,,,,,0,,,,,,,,4,2.0,,,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437820,Joan García,930267,25.0,12.0,19.0,7.0,0,9.0,10.0,3.0,15.0,6.0,4.0,4.0,90,35.0,7.3,13.0,0.00047432,7.3,7.6,0,1.576,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
D,False,12437820,Omar El Hilali,1064026,32.0,22.0,9.0,1.0,0,16.0,17.0,6.0,16.0,6.0,,,90,59.0,6.9,12.0,0.00442354,6.9,6.7,0,,1.0,7.0,,,,,,3.0,,,,,2.0,,1.0,4.0,,,,1.0,2.0,3.0,2.0,,,4.0,3.0,,,,,,,,,,,,,,,,,
